^FINANCIAL,2014-10-30,1655.19,1664.84,1649.75,1655.92,931880,39862
AUB,2014-10-30,73.85,73.85,72.9,72.95,105640,2181087
BDO,2014-10-30,96.5,96.5,95.45,96.1,3747790,-11550573
BPI,2014-10-30,96.8,96.8,95.1,96,497450,843400
CHIB,2014-10-30,49.4,49.4,49,49.1,84100,49100
EW,2014-10-30,25.8,25.9,25.8,25.9,55900,7705
MBT,2014-10-30,82.1,83.2,81.9,82.15,3513860,37005166
PBB,2014-10-30,19.92,19.98,19.7,19.92,65800,0
PBC,2014-10-30,38,38,37.7,38,30000,0
PNB,2014-10-30,83.2,84.5,83.1,84.5,5050,44928
PSB,2014-10-30,116,116,112,114.9,7950,0
RCB,2014-10-30,53,53,52,52,221310,8317200
SECB,2014-10-30,145.8,145.8,143,143.4,941850,3520405
UBP,2014-10-30,118.4,118.4,117.6,117.8,10100,-513839
AGF,2014-10-30,4.03,4.03,4,4,76000,0
BKR,2014-10-30,3.3,3.3,3.28,3.28,428000,793760
COL,2014-10-30,14.3,14.5,14.3,14.5,15800,0
FAF,2014-10-30,0.83,0.83,0.83,0.83,79000,65570
FFI,2014-10-30,6.83,6.83,6.83,6.83,300,0
I,2014-10-30,1.89,1.92,1.89,1.92,5000,0
MED,2014-10-30,0.6,0.85,0.6,0.8,56529000,-901640
NRCP,2014-10-30,1.18,1.18,1.18,1.18,10000,0
PSE,2014-10-30,289,289,287,287.8,1000,0
V,2014-10-30,2.84,2.84,2.83,2.83,125000,0
^INDUSTRIAL,2014-10-30,11434.35,11478.68,11403.9,11467.48,1220829,25422
ACR,2014-10-30,1.92,1.92,1.89,1.9,2672000,95000
AP,2014-10-30,40.3,40.6,39.95,40.6,2008500,28526030
EDC,2014-10-30,7.61,7.61,7.55,7.57,19329000,-60277152
FGEN,2014-10-30,25.95,25.95,25.5,25.7,2610300,24442995
FPH,2014-10-30,86.65,86.65,86.5,86.6,1740950,-41216063
MER,2014-10-30,265,265,261.2,262,131050,1688472
MWC,2014-10-30,28,28.5,28,28.5,1455000,2815910
PCOR,2014-10-30,11.8,11.8,11.52,11.74,5271800,11033456
PNX,2014-10-30,4.15,4.24,4.15,4.18,497000,-1566790
TA,2014-10-30,2.4,2.4,2.35,2.38,7834000,879840
VVT,2014-10-30,18.1,18.1,18,18,3600,0
ANI,2014-10-30,2.69,2.7,2.41,2.43,71000,0
CAT,2014-10-30,110,110,110,110,40,0
CNPF,2014-10-30,16.02,16.02,16,16,560900,8803050
DMPL,2014-10-30,17.02,17.02,17,17.02,154400,1040402
DNL,2014-10-30,13.8,13.8,13.62,13.72,1774700,-3376042
EMP,2014-10-30,10.58,10.6,10.56,10.58,6748500,-14790324
FOOD,2014-10-30,1.23,1.24,1.23,1.23,173000,0
JFC,2014-10-30,192,194,190.5,194,471830,54203369
MAXS,2014-10-30,22.6,22.6,21.5,22.05,40000,32750
PF,2014-10-30,226,230,226,230,102580,4097632
PIP,2014-10-30,4.79,4.8,4.6,4.63,1437000,-1973230
RFM,2014-10-30,5.07,5.1,5.07,5.07,187600,627159
ROX,2014-10-30,6.88,6.9,6.88,6.9,3000,0
SFI,2014-10-30,0.17,0.255,0.17,0.255,565990000,-1412530
URC,2014-10-30,184,185.5,182.4,183.5,923710,8080571
VITA,2014-10-30,1.07,1.09,1.05,1.08,6578000,187300
VMC,2014-10-30,4.9,4.9,4.8,4.8,42000,-53900
ABG,2014-10-30,9.4,9.4,9.25,9.25,200,0
CA,2014-10-30,70,74,70,74,420,0
CMT,2014-10-30,2.19,2.2,2.13,2.18,3592000,116120
DAVIN,2014-10-30,2.06,2.12,2.01,2.01,864000,0
EEI,2014-10-30,11.26,11.26,11.18,11.2,47900,-60448
FED,2014-10-30,13.5,14.38,13.5,14,6500,0
HLCM,2014-10-30,14.18,14.18,14.16,14.18,209100,-270838
LRI,2014-10-30,9.51,9.51,9.4,9.45,719600,0
MWIDE,2014-10-30,8.7,8.89,8.66,8.89,10600,41783
PHN,2014-10-30,10.3,10.3,10.3,10.3,3000,0
T,2014-10-30,1.74,1.77,1.73,1.77,33000,0
VUL,2014-10-30,1.52,1.53,1.5,1.5,623000,0
EURO,2014-10-30,1.62,1.91,1.62,1.91,24000,0
LMG,2014-10-30,2.89,3.1,2.8,3.1,76000,0
CHIPS,2014-10-30,13.26,13.28,13.26,13.28,400,0
CIC,2014-10-30,40,40.25,39.5,40,92000,3387700
GREEN,2014-10-30,0.79,0.82,0.6,0.69,7123000,-12600
IMI,2014-10-30,8.84,8.84,8.62,8.7,545400,264090
ION,2014-10-30,0.62,0.69,0.61,0.64,1547000,61000
PMPC,2014-10-30,4.25,4.25,4.09,4.23,47000,0
SPH,2014-10-30,2.43,2.64,2.43,2.51,1399000,7390
^HOLDING,2014-10-30,6145.02,6275.42,6145.02,6275.42,2013419,142880
ABA,2014-10-30,0.5,0.51,0.5,0.51,1258000,-150000
AC,2014-10-30,672.5,686,670,680,179100,-21060580
AEV,2014-10-30,50.8,52.5,50.8,52.5,1304320,54019370
AGI,2014-10-30,24.85,24.85,24.5,24.5,8884700,-50284535
ANS,2014-10-30,7.1,7.1,7.04,7.04,21800,85184
ATN,2014-10-30,2.67,2.71,2.64,2.7,119000,0
COSCO,2014-10-30,7.51,7.63,7.48,7.51,1316000,-1566596
DMC,2014-10-30,15.42,15.9,15.34,15.9,6449900,18717966
FDC,2014-10-30,4.51,4.6,4.51,4.54,49000,-18160
FPI,2014-10-30,0.57,0.66,0.49,0.52,126078000,-62470
GTCAP,2014-10-30,1008,1025,1008,1010,233680,-103517660
HI,2014-10-30,6.06,6.15,6.05,6.15,20000,0
JGS,2014-10-30,58.95,63.8,58.95,63.8,4358070,203714727
KPHB,2014-10-30,4.32,4.32,4.3,4.3,4100,0
LIHC,2014-10-30,0.64,0.64,0.63,0.64,42000,9600
LPZ,2014-10-30,6.62,6.65,6.58,6.64,4901300,4007332
LTG,2014-10-30,14.22,14.38,14.2,14.28,1380800,-5482616
MHC,2014-10-30,0.67,0.67,0.67,0.67,2000,0
MIC,2014-10-30,5.93,6.23,5.9,6,891100,-35022
MPI,2014-10-30,4.93,5.01,4.88,4.99,12725000,48033960
PA,2014-10-30,0.047,0.048,0.047,0.048,14700000,75200
PLC,2014-10-30,1.94,1.95,1.88,1.93,72646000,-10620790
POPI,2014-10-30,0.74,0.74,0.73,0.73,107000,0
PRIM,2014-10-30,1.61,1.61,1.61,1.61,5000,0
REG,2014-10-30,2.84,2.87,2.84,2.87,34000,0
SGI,2014-10-30,1.34,1.44,1.34,1.39,964000,-95320
SM,2014-10-30,776,785.5,773,785,307950,6763710
SMC,2014-10-30,73.75,73.75,72,72.6,128750,-573045
SOC,2014-10-30,1,1,1,1,28000,0
TFHI,2014-10-30,110,113.5,110,113.5,25560,400450
UNI,2014-10-30,0.57,0.7,0.5,0.56,393080000,96400
WIN,2014-10-30,0.415,0.42,0.375,0.38,66750000,131050
ZHI,2014-10-30,0.38,0.42,0.38,0.415,21930000,292500
^PROPERTY,2014-10-30,2741.46,2790.48,2735.2,2790.48,1092924,-38460
ALI,2014-10-30,32.65,33.2,32.5,33.2,12315900,-17087165
ARA,2014-10-30,1.63,1.72,1.59,1.72,130000,0
BEL,2014-10-30,5.12,5.21,5.12,5.17,1093000,-138891
BRN,2014-10-30,1.16,1.18,1.12,1.17,468000,-121410
CDC,2014-10-30,1.01,1.06,1.01,1.04,47000,0
CEI,2014-10-30,0.165,0.165,0.16,0.16,19950000,-81500
CHI,2014-10-30,5.18,5.18,5.18,5.18,5300,0
CPG,2014-10-30,1.08,1.08,1.07,1.07,2674000,1566500
CYBR,2014-10-30,0.56,0.59,0.5,0.54,82311000,-27946860
ELI,2014-10-30,0.89,0.89,0.87,0.88,316000,266640
EVER,2014-10-30,0.238,0.27,0.23,0.255,14930000,0
FLI,2014-10-30,1.54,1.54,1.51,1.53,12208000,1762590
GERI,2014-10-30,1.89,1.89,1.8,1.83,26277000,4354430
HOUSE,2014-10-30,6.85,6.9,6.74,6.9,1161900,-78305
IRC,2014-10-30,1.5,1.53,1.5,1.53,2294000,-76000
MEG,2014-10-30,4.74,4.9,4.7,4.88,33343000,-5536820
MRC,2014-10-30,0.153,0.155,0.151,0.154,32620000,0
PHES,2014-10-30,0.425,0.435,0.405,0.43,9700000,0
RLC,2014-10-30,24.3,24.5,23.8,24.2,1947700,-15812770
ROCK,2014-10-30,1.74,1.74,1.7,1.7,218000,172000
SHNG,2014-10-30,3.31,3.37,3.2,3.21,425000,-965960
SLI,2014-10-30,0.86,0.87,0.82,0.82,3838000,0
SMPH,2014-10-30,17.12,17.7,17.1,17.66,9642200,-2637428
STR,2014-10-30,6.53,6.67,6.44,6.67,1458000,0
SUN,2014-10-30,1.22,1.25,1.22,1.22,1007000,0
VLL,2014-10-30,5.98,6.03,5.98,6,24790700,23900589
^SERVICE,2014-10-30,2184.63,2184.63,2165.07,2177.22,1944861,-266240
ABS,2014-10-30,44.4,45.2,43.3,45.2,244800,0
GMA7,2014-10-30,7.4,7.49,7.4,7.4,38600,0
MB,2014-10-30,0.8,0.8,0.7,0.7,5904000,0
GLO,2014-10-30,1670,1695,1667,1693,70220,43947470
LIB,2014-10-30,2.39,2.49,2.39,2.45,98000,0
TEL,2014-10-30,3158,3158,3102,3116,235925,-308258910
DFNN,2014-10-30,6.95,6.95,6.85,6.85,18900,0
IS,2014-10-30,0.7,0.71,0.65,0.67,120576000,444400
ISM,2014-10-30,1.61,1.61,1.57,1.57,217000,6280
JAS,2014-10-30,3.95,4.05,3.95,4.05,6000,0
MG,2014-10-30,0.395,0.43,0.395,0.43,2670000,21500
WEB,2014-10-30,5.29,5.29,5.27,5.29,43600,0
YEHEY,2014-10-30,1.22,1.22,1.19,1.19,24000,0
2GO,2014-10-30,2.09,2.24,2.09,2.24,31000,0
ATI,2014-10-30,11.48,11.5,11.48,11.5,257700,0
CEB,2014-10-30,71.8,72.75,71.8,72.4,688130,-22091070
ICT,2014-10-30,113.9,114.4,113.6,114.4,824970,43504585
MAC,2014-10-30,2.3,2.4,2.25,2.4,108000,0
PAL,2014-10-30,4.17,4.3,4.15,4.15,411000,0
TUGS,2014-10-30,1.48,1.48,1.46,1.48,349000,0
ACE,2014-10-30,1.23,1.33,1.23,1.26,226000,0
BHI,2014-10-30,0.082,0.086,0.082,0.083,54100000,256400
DWC,2014-10-30,1.72,1.8,1.72,1.8,40000,0
WPI,2014-10-30,0.425,0.49,0.425,0.455,40030000,29700
STI,2014-10-30,0.78,0.78,0.77,0.78,2152000,-1110720
BLOOM,2014-10-30,15.1,15.28,15.1,15.1,13384600,6102040
EG,2014-10-30,0.015,0.017,0.015,0.016,962500000,-131700
LOTO,2014-10-30,15.6,15.6,15.6,15.6,900,0
LR,2014-10-30,9.63,9.69,9.46,9.6,2828500,5257677
MCP,2014-10-30,14.06,14.54,14.06,14.48,15392800,56325492
PHA,2014-10-30,0.69,0.71,0.65,0.65,48818000,-3900
RWM,2014-10-30,9.25,9.25,9,9.14,908800,3855351
CAL,2014-10-30,3.26,3.33,3.24,3.24,93000,29530
PGOLD,2014-10-30,33.6,34,33.2,33.9,3077500,-55435735
RRHI,2014-10-30,64,64.2,63.9,63.95,1741660,-38045408
SEVN,2014-10-30,91.1,91.1,91.1,91.1,20,0
APC,2014-10-30,0.84,0.84,0.82,0.83,3695000,-821600
ECP,2014-10-30,3.5,3.5,3.22,3.22,12000,0
NOW,2014-10-30,0.6,0.65,0.59,0.6,2698000,-121580
^MINING-OIL,2014-10-30,15684.38,15750.79,15604.54,15624.19,410583,-17708
APX,2014-10-30,3.5,3.5,3.5,3.5,100000,0
AR,2014-10-30,0.0088,0.0095,0.0086,0.0095,9183000000,-197000
AT,2014-10-30,12.02,12.1,11.98,12,539500,-167980
BC,2014-10-30,8.51,8.8,8.51,8.8,2100,0
COAL,2014-10-30,1.02,1.03,1,1.02,2984000,1060
CPM,2014-10-30,0.91,0.94,0.9,0.9,205000,0
DIZ,2014-10-30,7.3,7.37,7,7.29,32300,0
GEO,2014-10-30,0.41,0.42,0.395,0.41,2070000,709250
LC,2014-10-30,0.325,0.33,0.32,0.325,6820000,0
LCB,2014-10-30,0.325,0.33,0.325,0.33,600000,0
MA,2014-10-30,0.016,0.016,0.016,0.016,17900000,0
MAB,2014-10-30,0.017,0.017,0.017,0.017,1500000,0
MARC,2014-10-30,5.91,6.1,5.91,6.07,2269800,-940867
NI,2014-10-30,2.56,2.58,2.5,2.56,67000,0
NIKL,2014-10-30,40.95,42,40.9,41.4,3524900,19727980
OM,2014-10-30,0.68,0.71,0.68,0.68,2280000,0
ORE,2014-10-30,2,2.02,2,2.02,542000,0
PX,2014-10-30,9.12,9.2,9,9.1,795500,-1880858
SCC,2014-10-30,121.6,121.9,119.9,120,1111570,-35159106
UPM,2014-10-30,0.013,0.013,0.012,0.013,17400000,195000
BSC,2014-10-30,0.285,0.31,0.285,0.305,10160000,-12200
OPM,2014-10-30,0.015,0.015,0.015,0.015,17000000,0
OV,2014-10-30,0.027,0.028,0.026,0.027,100900000,16200
PERC,2014-10-30,6.89,6.89,6.45,6.45,10500,0
PXP,2014-10-30,6.54,6.7,6.35,6.53,238800,0
TAPET,2014-10-30,4.7,5,4.7,4.78,240000,0
^PSEi,2014-10-30,7096.51,7170.99,7083.96,7170.99,7619655,-105875
^ALLSHARES,2014-10-30,4190.66,4225.46,4186.63,4225.46,0,0
FMETF,2014-10-30,114.9,115.6,114.5,115.6,2940,0
ABSP,2014-10-30,45,45.95,45,45.5,283200,7848160
ACPB,2014-10-30,495,495,490,490,7130,0
GLOPP,2014-10-30,494,494,494,494,10,0
GMAP,2014-10-30,6.4,6.4,6.4,6.4,5000,-32000
LRP,2014-10-30,1.03,1.03,1.03,1.03,85000,0
PFP,2014-10-30,1035,1035,1035,1035,1600,0
PPREF,2014-10-30,102.3,102.3,102,102,4320,0
SFIP,2014-10-30,2,2,2,2,103000,0
SMC2A,2014-10-30,76,76.2,75.7,76.2,22200,0
SMC2B,2014-10-30,78,78,78,78,9930,0
SMC2C,2014-10-30,78,78,77.8,77.8,25310,0
LRW,2014-10-30,3.36,3.44,3.26,3.26,2165000,-30500
MEGW1,2014-10-30,3.65,3.7,3.65,3.7,7000,0
MEGW2,2014-10-30,3.8,3.8,3.8,3.8,1000,0
DD,2014-10-30,7.55,7.55,7.47,7.52,640900,577440
RPL,2014-10-30,34,34,34,34,300,0
